COMENT1                 : Grid Data created from MM5 TERRAIN file
COMENT2                 : /meteo_storage/METEO_grib2_7d/TERRAIN/TERRAIN_DOMAIN1


 ILB_IUB                :            1           54
 JLB_JUB                :            1           39
 COORD_TIP              :            4
 DATUM                  :            5
 PROJ_TYPE              :            8
 SP1                    :    30.00000    
 SP2                    :    60.00000    
 ORIGIN                 :   -14.22925        33.12183    
 GRID_ANGLE             :    0.000000    
 LATITUDE               :    40.00000    
 LONGITUDE              :   -8.500000    
 FILL_VALUE             :   -99.00000    


 <CornersXY>
   -14.22925        33.12183    
   -13.93637        33.13896    
   -13.64334        33.15519    
   -13.35018        33.17052    
   -13.05688        33.18496    
   -12.76346        33.19850    
   -12.46993        33.21114    
   -12.17629        33.22288    
   -11.88255        33.23371    
   -11.58872        33.24364    
   -11.29481        33.25268    
   -11.00082        33.26081    
   -10.70677        33.26805    
   -10.41265        33.27438    
   -10.11849        33.27980    
   -9.824275        33.28431    
   -9.530028        33.28793    
   -9.235755        33.29065    
   -8.941461        33.29245    
   -8.647155        33.29337    
   -8.352845        33.29337    
   -8.058539        33.29245    
   -7.764246        33.29065    
   -7.469971        33.28793    
   -7.175725        33.28431    
   -6.881515        33.27980    
   -6.587348        33.27438    
   -6.293233        33.26805    
   -5.999177        33.26081    
   -5.705189        33.25268    
   -5.411277        33.24364    
   -5.117447        33.23371    
   -4.823709        33.22288    
   -4.530069        33.21114    
   -4.236537        33.19850    
   -3.943119        33.18496    
   -3.649824        33.17052    
   -3.356659        33.15519    
   -3.063632        33.13896    
   -2.770750        33.12183    
   -14.25031        33.36716    
   -13.95636        33.38437    
   -13.66226        33.40067    
   -13.36803        33.41608    
   -13.07366        33.43058    
   -12.77916        33.44418    
   -12.48455        33.45687    
   -12.18983        33.46867    
   -11.89502        33.47955    
   -11.60011        33.48953    
   -11.30511        33.49861    
   -11.01004        33.50677    
   -10.71490        33.51404    
   -10.41971        33.52040    
   -10.12445        33.52585    
   -9.829160        33.53038    
   -9.533828        33.53402    
   -9.238469        33.53674    
   -8.943089        33.53856    
   -8.647697        33.53947    
   -8.352303        33.53947    
   -8.056911        33.53856    
   -7.761531        33.53674    
   -7.466172        33.53402    
   -7.170841        33.53038    
   -6.875546        33.52585    
   -6.580295        33.52040    
   -6.285096        33.51404    
   -5.989957        33.50677    
   -5.694887        33.49861    
   -5.399893        33.48953    
   -5.104983        33.47955    
   -4.810165        33.46867    
   -4.515448        33.45687    
   -4.220838        33.44418    
   -3.926344        33.43058    
   -3.631974        33.41608    
   -3.337736        33.40067    
   -3.043638        33.38437    
   -2.749686        33.36716    
   -14.27153        33.61269    
   -13.97650        33.62998    
   -13.68133        33.64635    
   -13.38601        33.66183    
   -13.09055        33.67640    
   -12.79498        33.69006    
   -12.49928        33.70281    
   -12.20348        33.71466    
   -11.90757        33.72560    
   -11.61157        33.73562    
