Fecha;Lat;Lon
2019-02-26 11:04:00;43.25367;-9.26483
2019-02-26 11:19:00;43.25283;-9.26683
2019-02-26 11:34:00;43.25483;-9.26667
2019-02-26 11:49:00;43.25717;-9.26633
2019-02-26 12:04:00;43.25983;-9.26483
2019-02-26 12:19:00;43.26267;-9.26283
2019-02-26 12:34:00;43.26533;-9.2605
2019-02-26 12:49:00;43.26817;-9.258
2019-02-26 13:05:00;43.27117;-9.2555
2019-02-26 13:20:00;43.274;-9.25283
2019-02-26 13:36:00;43.27667;-9.25033
2019-02-26 13:51:00;43.27933;-9.24767
2019-02-26 14:06:00;43.2815;-9.2445
2019-02-26 14:21:00;43.28333;-9.241
2019-02-26 14:36:00;43.285;-9.238
2019-02-26 14:51:00;43.2865;-9.23483
2019-02-26 15:06:00;43.28783;-9.23133
2019-02-26 15:22:00;43.28933;-9.22733
2019-02-26 15:37:00;43.29067;-9.22317
2019-02-26 15:52:00;43.292;-9.2185
2019-02-26 16:07:00;43.293;-9.21333
2019-02-26 16:22:00;43.29383;-9.20817
2019-02-26 16:37:00;43.2945;-9.203
2019-02-26 16:52:00;43.29517;-9.198
2019-02-26 17:08:00;43.29567;-9.19317
2019-02-26 17:23:00;43.29583;-9.188
2019-02-26 17:38:00;43.296;-9.183
2019-02-26 17:53:00;43.296;-9.17867
2019-02-26 18:08:00;43.29583;-9.17483
2019-02-26 18:23:00;43.2955;-9.17233
2019-02-26 18:39:00;43.29483;-9.17017
2019-02-26 18:55:00;43.29467;-9.168
2019-02-26 19:10:00;43.29417;-9.166
2019-02-26 19:25:00;43.29417;-9.164
2019-02-26 19:40:00;43.29433;-9.16233
2019-02-26 19:55:00;43.2945;-9.16067
2019-02-26 20:10:00;43.29467;-9.15867
2019-02-26 20:25:00;43.29533;-9.15667
2019-02-26 20:40:00;43.29617;-9.1545
2019-02-26 20:56:00;43.29733;-9.15267
2019-02-26 21:11:00;43.29883;-9.1505
2019-02-26 21:26:00;43.30017;-9.14783
2019-02-26 21:41:00;43.3015;-9.1455
2019-02-26 21:56:00;43.30267;-9.14383
2019-02-26 22:11:00;43.30367;-9.14283
2019-02-26 22:26:00;43.30433;-9.1425
2019-02-26 22:42:00;43.30517;-9.14217
2019-02-26 22:57:00;43.30617;-9.14183
2019-02-26 23:12:00;43.30717;-9.1415
2019-02-26 23:27:00;43.30817;-9.14117
2019-02-26 23:42:00;43.30917;-9.141
2019-02-26 23:58:00;43.31017;-9.14183
2019-02-27 0:13:00;43.31133;-9.14317
2019-02-27 0:28:00;43.31233;-9.14433
2019-02-27 0:44:00;43.31333;-9.1455
2019-02-27 1:00:00;43.31433;-9.14667
2019-02-27 1:15:00;43.3155;-9.1475
2019-02-27 1:30:00;43.31667;-9.148
2019-02-27 1:21:00;43.31783;-9.1485
2019-02-27 2:00:00;43.31917;-9.14867
2019-02-27 2:16:00;43.32067;-9.14833
2019-02-27 2:31:00;43.32233;-9.148
2019-02-27 2:46:00;43.324;-9.14783
2019-02-27 3:01:00;43.32567;-9.148
2019-02-27 3:16:00;43.32717;-9.14817
2019-02-27 3:32:00;43.329;-9.1485
2019-02-27 3:47:00;43.33083;-9.14883
2019-02-27 4:02:00;43.33283;-9.14933
2019-02-27 4:17:00;43.33533;-9.14933
2019-02-27 4:33:00;43.33833;-9.149
2019-02-27 4:48:00;43.34133;-9.14883
2019-02-27 5:03:00;43.3445;-9.14883
2019-02-27 5:18:00;43.34767;-9.148
2019-02-27 5:33:00;43.35083;-9.14633
2019-02-27 5:48:00;43.354;-9.14433
2019-02-27 6:03:00;43.35733;-9.14183
2019-02-27 6:19:00;43.36067;-9.1395
2019-02-27 6:34:00;43.36317;-9.13717
2019-02-27 6:49:00;43.36583;-9.135
2019-02-27 7:04:00;43.36833;-9.1335
2019-02-27 7:19:00;43.37067;-9.13167
2019-02-27 7:34:00;43.37317;-9.12967
2019-02-27 7:50:00;43.37533;-9.12767
2019-02-27 8:05:00;43.37733;-9.1255
2019-02-27 8:20:00;43.37933;-9.12333
2019-02-27 8:35:00;43.38183;-9.12133
2019-02-27 8:50:00;43.38433;-9.1195
2019-02-27 9:05:00;43.38733;-9.11783
2019-02-27 9:20:00;43.39;-9.11533
2019-02-27 9:35:00;43.39283;-9.11267
2019-02-27 9:51:00;43.3955;-9.10983
2019-02-27 10:06:00;43.39833;-9.10717
2019-02-27 10:21:00;43.40133;-9.10533
2019-02-27 10:39:00;43.405;-9.10267
2019-02-27 10:55:00;43.40767;-9.1005
2019-02-27 11:11:00;43.41033;-9.0985
2019-02-27 11:26:00;43.41283;-9.096
2019-02-27 11:41:00;43.41517;-9.09333
2019-02-27 11:56:00;43.41733;-9.09
2019-02-27 12:11:00;43.41933;-9.08667
2019-02-27 12:26:00;43.42133;-9.083
2019-02-27 12:42:00;43.42317;-9.0795
2019-02-27 12:57:00;43.42467;-9.076
2019-02-27 13:12:00;43.426;-9.07283
2019-02-27 13:27:00;43.42767;-9.0695
2019-02-27 13:42:00;43.4295;-9.06617
2019-02-27 13:57:00;43.43133;-9.06283
2019-02-27 14:13:00;43.43317;-9.0595
2019-02-27 14:28:00;43.4345;-9.05683
2019-02-27 14:43:00;43.43567;-9.05417
2019-02-27 14:58:00;43.43683;-9.05117
2019-02-27 15:13:00;43.43817;-9.04833
2019-02-27 15:29:00;43.43967;-9.04583
2019-02-27 15:44:00;43.441;-9.043
2019-02-27 15:59:00;43.44167;-9.04017
2019-02-27 16:14:00;43.44333;-9.03733
2019-02-27 16:30:00;43.4445;-9.03467
2019-02-27 16:45:00;43.44583;-9.03183
2019-02-27 17:01:00;43.4475;-9.02933
2019-02-27 17:16:00;43.44917;-9.02683
